Timestamp, Scenario Name, Participant Number, Number of Targets, Number of Active Units, Number of In-Active Units, Score, Resource Pool,  , Blue Group Center X, Blue Group Center Y, Blue Group Proximity Min, Blue Group Proximity Max, Blue Group Search Radius, Blue Group Mode, Blue Group Number of Active Units, Blue Group Number of In-Active Units, Blue Group Unit Names,  , Target ID: T1 Priority, Target ID: T1 True Identity, Target ID: T1 Mark Status, Target ID: T1 Marked Identity, Target ID: T1 Score Generated, Target ID: T1 Location X, Target ID: T1 Location Y, Target ID: T1 Detection, Target ID: T1 Interception, Target ID: Battleship Priority, Target ID: Battleship True Identity, Target ID: Battleship Mark Status, Target ID: Battleship Marked Identity, Target ID: Battleship Score Generated, Target ID: Battleship Location X, Target ID: Battleship Location Y, Target ID: Battleship Detection, Target ID: Battleship Interception, Target ID: T3 Priority, Target ID: T3 True Identity, Target ID: T3 Mark Status, Target ID: T3 Marked Identity, Target ID: T3 Score Generated, Target ID: T3 Location X, Target ID: T3 Location Y, Target ID: T3 Detection, Target ID: T3 Interception, Target ID: Battleship Priority, Target ID: Battleship True Identity, Target ID: Battleship Mark Status, Target ID: Battleship Marked Identity, Target ID: Battleship Score Generated, Target ID: Battleship Location X, Target ID: Battleship Location Y, Target ID: Battleship Detection, Target ID: Battleship Interception, Target ID: Battleship Priority, Target ID: Battleship True Identity, Target ID: Battleship Mark Status, Target ID: Battleship Marked Identity, Target ID: Battleship Score Generated, Target ID: Battleship Location X, Target ID: Battleship Location Y, Target ID: Battleship Detection, Target ID: Battleship Interception, Target ID: T6 Priority, Target ID: T6 True Identity, Target ID: T6 Mark Status, Target ID: T6 Marked Identity, Target ID: T6 Score Generated, Target ID: T6 Location X, Target ID: T6 Location Y, Target ID: T6 Detection, Target ID: T6 Interception,  , Unit ID: 1 Group, Unit ID: 1 Location X, Unit ID: 1 Location Y, Unit ID: 1 Launch Status, Unit ID: 1 Detection Radius, Unit ID: 1 Target Detection Status, Unit ID: 1 Speed, Unit ID: 1 Price, Unit ID: 2 Group, Unit ID: 2 Location X, Unit ID: 2 Location Y, Unit ID: 2 Launch Status, Unit ID: 2 Detection Radius, Unit ID: 2 Target Detection Status, Unit ID: 2 Speed, Unit ID: 2 Price, Unit ID: 3 Group, Unit ID: 3 Location X, Unit ID: 3 Location Y, Unit ID: 3 Launch Status, Unit ID: 3 Detection Radius, Unit ID: 3 Target Detection Status, Unit ID: 3 Speed, Unit ID: 3 Price, Unit ID: 4 Group, Unit ID: 4 Location X, Unit ID: 4 Location Y, Unit ID: 4 Launch Status, Unit ID: 4 Detection Radius, Unit ID: 4 Target Detection Status, Unit ID: 4 Speed, Unit ID: 4 Price, Unit ID: 5 Group, Unit ID: 5 Location X, Unit ID: 5 Location Y, Unit ID: 5 Launch Status, Unit ID: 5 Detection Radius, Unit ID: 5 Target Detection Status, Unit ID: 5 Speed, Unit ID: 5 Price, Mouse Position X, Mouse Position Y, Launch Button, Briefing Button, Briefing Close Button, Status Button, Status Close Button, Overlay Button, View Target Button, Target Detection Submit Button,  Target Detection Detection Close Button, Red Unit to Blue Unit Switch Button, Blue Unit to Red Unit Switch Button, Blue Group Auto Mode Button, Blue Group Button, Blue Group Seek Button, Blue Group Track Button, Red Group Auto Mode, Red Group Button, Red Group Seek Button, Red Group Track Button
11:53:15, Demo4, 1, 6, 2, 8, 0,  $,  , 457,591, 28.00, 100.00, 100.00, Not Tracking, 2, 3, 1  2 ,  ,  , Low,LOW, N/A, N/A,0.0, 400,400, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 663,183, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 750,500, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 500,401, Undetected, Unintercepted, HIGH,LOW, N/A, N/A,0.0, 199,170, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 602,304, Undetected, Unintercepted, , Blue, 444, 593, ACTIVE, 20.0, N/A, 2,$5, Blue, 470, 590, ACTIVE, 20.0, N/A, 2,$5, Blue, 480, 590, INACTIVE, 50.0, N/A, 2,$35, Blue, 450, 590, INACTIVE, 75.0, N/A, 2,$40, Blue, 750, 270, INACTIVE, 100.0, N/A, 2,$50, 1346, 574, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:53:15, Demo4, 1, 6, 2, 8, 0,  $,  , 459,591, 28.00, 100.00, 100.00, Not Tracking, 2, 3, 1  2 ,  ,  , Low,LOW, N/A, N/A,0.0, 400,400, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 666,186, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 751,501, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 500,402, Undetected, Unintercepted, HIGH,LOW, N/A, N/A,0.0, 197,169, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 604,308, Undetected, Unintercepted, , Blue, 444, 593, ACTIVE, 20.0, N/A, 2,$5, Blue, 474, 589, ACTIVE, 20.0, N/A, 2,$5, Blue, 480, 590, INACTIVE, 50.0, N/A, 2,$35, Blue, 450, 590, INACTIVE, 75.0, N/A, 2,$40, Blue, 750, 270, INACTIVE, 100.0, N/A, 2,$50, 1341, 573, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:53:15, Demo4, 1, 6, 2, 8, 0,  $,  , 459,592, 28.00, 100.00, 100.00, Not Tracking, 2, 3, 1  2 ,  ,  , Low,LOW, N/A, N/A,0.0, 400,400, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 666,186, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 751,501, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 500,402, Undetected, Unintercepted, HIGH,LOW, N/A, N/A,0.0, 197,169, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 604,308, Undetected, Unintercepted, , Blue, 445, 596, ACTIVE, 20.0, N/A, 2,$5, Blue, 474, 589, ACTIVE, 20.0, N/A, 2,$5, Blue, 480, 590, INACTIVE, 50.0, N/A, 2,$35, Blue, 450, 590, INACTIVE, 75.0, N/A, 2,$40, Blue, 750, 270, INACTIVE, 100.0, N/A, 2,$50, 1330, 569, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:53:15, Demo4, 1, 6, 2, 8, 0,  $,  , 459,592, 28.00, 100.00, 100.00, Not Tracking, 2, 3, 1  2 ,  ,  , Low,LOW, N/A, N/A,0.0, 401,402, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 670,190, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 752,502, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 498,401, Undetected, Unintercepted, HIGH,LOW, N/A, N/A,0.0, 196,169, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 606,312, Undetected, Unintercepted, , Blue, 445, 596, ACTIVE, 20.0, N/A, 2,$5, Blue, 474, 589, ACTIVE, 20.0, N/A, 2,$5, Blue, 480, 590, INACTIVE, 50.0, N/A, 2,$35, Blue, 450, 590, INACTIVE, 75.0, N/A, 2,$40, Blue, 750, 270, INACTIVE, 100.0, N/A, 2,$50, 1323, 566, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:53:16, Demo4, 1, 6, 2, 8, 0,  $,  , 460,595, 28.00, 100.00, 100.00, Not Tracking, 2, 3, 1  2 ,  ,  , Low,LOW, N/A, N/A,0.0, 401,402, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 670,190, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 752,502, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 498,401, Undetected, Unintercepted, HIGH,LOW, N/A, N/A,0.0, 196,169, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 606,312, Undetected, Unintercepted, , Blue, 443, 599, ACTIVE, 20.0, N/A, 2,$5, Blue, 477, 592, ACTIVE, 20.0, N/A, 2,$5, Blue, 480, 590, INACTIVE, 50.0, N/A, 2,$35, Blue, 450, 590, INACTIVE, 75.0, N/A, 2,$40, Blue, 750, 270, INACTIVE, 100.0, N/A, 2,$50, 1269, 560, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:53:16, Demo4, 1, 6, 2, 8, 0,  $,  , 460,595, 28.00, 100.00, 100.00, Not Tracking, 2, 3, 1  2 ,  ,  , Low,LOW, N/A, N/A,0.0, 401,403, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 673,193, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 753,503, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 497,401, Undetected, Unintercepted, HIGH,LOW, N/A, N/A,0.0, 194,168, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 608,316, Undetected, Unintercepted, , Blue, 443, 599, ACTIVE, 20.0, N/A, 2,$5, Blue, 477, 592, ACTIVE, 20.0, N/A, 2,$5, Blue, 480, 590, INACTIVE, 50.0, N/A, 2,$35, Blue, 450, 590, INACTIVE, 75.0, N/A, 2,$40, Blue, 750, 270, INACTIVE, 100.0, N/A, 2,$50, 1147, 554, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:53:16, Demo4, 1, 6, 2, 8, 0,  $,  , 460,594, 28.00, 100.00, 100.00, Not Tracking, 2, 3, 1  2 ,  ,  , Low,LOW, N/A, N/A,0.0, 401,403, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 673,193, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 753,503, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 497,401, Undetected, Unintercepted, HIGH,LOW, N/A, N/A,0.0, 194,168, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 608,316, Undetected, Unintercepted, , Blue, 443, 599, ACTIVE, 20.0, N/A, 2,$5, Blue, 478, 590, ACTIVE, 20.0, N/A, 2,$5, Blue, 480, 590, INACTIVE, 50.0, N/A, 2,$35, Blue, 450, 590, INACTIVE, 75.0, N/A, 2,$40, Blue, 750, 270, INACTIVE, 100.0, N/A, 2,$50, 1104, 553, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:53:16, Demo4, 1, 6, 2, 8, 0,  $,  , 460,594, 28.00, 100.00, 100.00, Not Tracking, 2, 3, 1  2 ,  ,  , Low,LOW, N/A, N/A,0.0, 401,404, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 675,195, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 755,505, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 495,400, Undetected, Unintercepted, HIGH,LOW, N/A, N/A,0.0, 193,168, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 610,320, Undetected, Unintercepted, , Blue, 443, 599, ACTIVE, 20.0, N/A, 2,$5, Blue, 478, 590, ACTIVE, 20.0, N/A, 2,$5, Blue, 480, 590, INACTIVE, 50.0, N/A, 2,$35, Blue, 450, 590, INACTIVE, 75.0, N/A, 2,$40, Blue, 750, 270, INACTIVE, 100.0, N/A, 2,$50, 1105, 550, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:53:16, Demo4, 1, 6, 2, 8, 0,  $,  , 460,596, 28.00, 100.00, 100.00, Not Tracking, 2, 3, 1  2 ,  ,  , Low,LOW, N/A, N/A,0.0, 401,404, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 675,195, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 755,505, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 495,400, Undetected, Unintercepted, HIGH,LOW, N/A, N/A,0.0, 193,168, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 610,320, Undetected, Unintercepted, , Blue, 445, 602, ACTIVE, 20.0, N/A, 2,$5, Blue, 476, 590, ACTIVE, 20.0, N/A, 2,$5, Blue, 480, 590, INACTIVE, 50.0, N/A, 2,$35, Blue, 450, 590, INACTIVE, 75.0, N/A, 2,$40, Blue, 750, 270, INACTIVE, 100.0, N/A, 2,$50, 1117, 546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
11:53:16, Demo4, 1, 6, 2, 8, 0,  $,  , 460,596, 28.00, 100.00, 100.00, Not Tracking, 2, 3, 1  2 ,  ,  , Low,LOW, N/A, N/A,0.0, 399,403, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 678,198, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 757,507, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 494,400, Undetected, Unintercepted, HIGH,LOW, N/A, N/A,0.0, 192,168, Undetected, Unintercepted, HIGH,HIGH, N/A, N/A,0.0, 612,324, Undetected, Unintercepted, , Blue, 445, 602, ACTIVE, 20.0, N/A, 2,$5, Blue, 476, 590, ACTIVE, 20.0, N/A, 2,$5, Blue, 480, 590, INACTIVE, 50.0, N/A, 2,$35, Blue, 450, 590, INACTIVE, 75.0, N/A, 2,$40, Blue, 750, 270, INACTIVE, 100.0, N/A, 2,$50, 1117, 545, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
